input_laz,output_chm,status,error,hag_max_requested,resolution_requested,tag_hag_max,tag_resolution,tag_source_laz,tag_proc_date,width,height,resolution_x,resolution_y,crs,nodata,total_pixels,valid_pixels,nodata_pixels,nodata_pct,hag_min,hag_max_observed,hag_mean,hag_std,hag_p50,hag_p95,hag_p99
data/lamapuit/laz/580538_2018_madal.laz,data/lamapuit/chm_max_hag_13/580538_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2018_madal.laz,2026-03-23T15:37:09.850175Z,5000,5000,0.2,0.2,,-9999.0,25000000,17459144,7540856,30.163424,0.0,1.2999999523162842,0.556361198425293,0.6352584362030029,0.01177295669913292,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580538_2019_madal.laz,data/lamapuit/chm_max_hag_13/580538_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2019_madal.laz,2026-03-23T15:37:20.882592Z,5000,5000,0.2,0.2,,-9999.0,25000000,18833246,6166754,24.667016,0.0,1.2999999523162842,0.6647847890853882,0.6378787159919739,1.0714592933654785,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580538_2020_madal.laz,data/lamapuit/chm_max_hag_13/580538_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2020_madal.laz,2026-03-23T15:37:22.266206Z,5000,5000,0.2,0.2,,-9999.0,25000000,17989836,7010164,28.040656,0.0,1.2999999523162842,0.663145899772644,0.6381067037582397,1.0375471115112305,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580538_2021_madal.laz,data/lamapuit/chm_max_hag_13/580538_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2021_madal.laz,2026-03-23T15:37:26.706407Z,5000,5000,0.2,0.2,,-9999.0,25000000,18919407,6080593,24.322372,0.0,1.2999999523162842,0.7090587019920349,0.6346691846847534,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580538_2022_madal.laz,data/lamapuit/chm_max_hag_13/580538_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2022_madal.laz,2026-03-23T15:37:39.438259Z,5000,5000,0.2,0.2,,-9999.0,25000000,19174789,5825211,23.300844,0.0,1.2999999523162842,0.7700564861297607,0.6265471577644348,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580538_2023_madal.laz,data/lamapuit/chm_max_hag_13/580538_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580538_2023_madal.laz,2026-03-23T15:37:48.987618Z,5000,5000,0.2,0.2,,-9999.0,25000000,18819068,6180932,24.723728,0.0,1.2999999523162842,0.7534937262535095,0.6302894353866577,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2017_madal.laz,data/lamapuit/chm_max_hag_13/580539_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2017_madal.laz,2026-03-23T15:37:40.703833Z,5000,5001,0.2,0.2,,-9999.0,25005000,15407425,9597575,38.38262347530494,0.0,1.2999999523162842,0.7075667977333069,0.6416692137718201,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2018_madal.laz,data/lamapuit/chm_max_hag_13/580539_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2018_madal.laz,2026-03-23T15:37:50.055623Z,5000,5000,0.2,0.2,,-9999.0,25000000,17848685,7151315,28.60526,0.0,1.2999999523162842,0.7464717030525208,0.6378481388092041,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2019_madal.laz,data/lamapuit/chm_max_hag_13/580539_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2019_madal.laz,2026-03-23T15:38:08.379885Z,5000,5000,0.2,0.2,,-9999.0,25000000,19253463,5746537,22.986148,0.0,1.2999999523162842,0.8082347512245178,0.6232362389564514,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2020_madal.laz,data/lamapuit/chm_max_hag_13/580539_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2020_madal.laz,2026-03-23T15:38:08.379040Z,5000,5000,0.2,0.2,,-9999.0,25000000,18625808,6374192,25.496768,0.0,1.2999999523162842,0.8027952313423157,0.6248740553855896,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2021_madal.laz,data/lamapuit/chm_max_hag_13/580539_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2021_madal.laz,2026-03-23T15:38:17.415570Z,5000,5000,0.2,0.2,,-9999.0,25000000,19204104,5795896,23.183584,0.0,1.2999999523162842,0.8367792367935181,0.6153849959373474,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2022_madal.laz,data/lamapuit/chm_max_hag_13/580539_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2022_madal.laz,2026-03-23T15:38:21.335289Z,5000,5000,0.2,0.2,,-9999.0,25000000,19610191,5389809,21.559236,0.0,1.2999999523162842,0.891389787197113,0.5966584086418152,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580539_2023_madal.laz,data/lamapuit/chm_max_hag_13/580539_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580539_2023_madal.laz,2026-03-23T15:38:36.473208Z,5000,5000,0.2,0.2,,-9999.0,25000000,19181107,5818893,23.275572,0.0,1.2999999523162842,0.8911487460136414,0.597055971622467,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2017_madal.laz,data/lamapuit/chm_max_hag_13/580540_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2017_madal.laz,2026-03-23T15:38:25.711709Z,5000,5001,0.2,0.2,,-9999.0,25005000,13594901,11410099,45.63126974605079,0.0,1.2999999523162842,0.6601773500442505,0.6473291516304016,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2018_madal.laz,data/lamapuit/chm_max_hag_13/580540_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2018_madal.laz,2026-03-23T15:38:36.484494Z,5000,5000,0.2,0.2,,-9999.0,25000000,15312976,9687024,38.748096,0.0,1.2999999523162842,0.6753148436546326,0.6464378237724304,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2019_madal.laz,data/lamapuit/chm_max_hag_13/580540_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2019_madal.laz,2026-03-23T15:38:46.569623Z,5000,5000,0.2,0.2,,-9999.0,25000000,17115357,7884643,31.538572,0.0,1.2999999523162842,0.6863642930984497,0.6453334093093872,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2020_madal.laz,data/lamapuit/chm_max_hag_13/580540_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2020_madal.laz,2026-03-23T15:38:48.954288Z,5000,5000,0.2,0.2,,-9999.0,25000000,16157386,8842614,35.370456,0.0,1.2999999523162842,0.7149060368537903,0.6431400179862976,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2021_madal.laz,data/lamapuit/chm_max_hag_13/580540_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2021_madal.laz,2026-03-23T15:39:04.717700Z,5000,5000,0.2,0.2,,-9999.0,25000000,17630571,7369429,29.477716,0.0,1.2999999523162842,0.6945520639419556,0.6446278095245361,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2022_madal.laz,data/lamapuit/chm_max_hag_13/580540_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2022_madal.laz,2026-03-23T15:39:04.762716Z,5000,5000,0.2,0.2,,-9999.0,25000000,17616378,7383622,29.534488,0.0,1.2999999523162842,0.7133854031562805,0.6430646777153015,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580540_2023_madal.laz,data/lamapuit/chm_max_hag_13/580540_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580540_2023_madal.laz,2026-03-23T15:39:14.974501Z,5000,5000,0.2,0.2,,-9999.0,25000000,17411776,7588224,30.352896,0.0,1.2999999523162842,0.708503246307373,0.6430678963661194,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2017_madal.laz,data/lamapuit/chm_max_hag_13/580543_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2017_madal.laz,2026-03-23T15:39:08.368777Z,5000,5001,0.2,0.2,,-9999.0,25005000,14287875,10717125,42.85992801439712,0.0,1.2999999523162842,0.6382473111152649,0.6467734575271606,0.06782235950231552,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2018_madal.laz,data/lamapuit/chm_max_hag_13/580543_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2018_madal.laz,2026-03-23T15:39:27.906860Z,5000,5000,0.2,0.2,,-9999.0,25000000,16377456,8622544,34.490176,0.0,1.2999999523162842,0.6061077117919922,0.6452285051345825,0.025182675570249557,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2019_madal.laz,data/lamapuit/chm_max_hag_13/580543_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2019_madal.laz,2026-03-23T15:39:36.857438Z,5000,5000,0.2,0.2,,-9999.0,25000000,18175981,6824019,27.296076,0.0,1.2999999523162842,0.6836698651313782,0.6439465284347534,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2020_madal.laz,data/lamapuit/chm_max_hag_13/580543_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2020_madal.laz,2026-03-23T15:39:38.125346Z,5000,5000,0.2,0.2,,-9999.0,25000000,17393132,7606868,30.427472,0.0,1.2999999523162842,0.6842756271362305,0.6434438228607178,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2021_madal.laz,data/lamapuit/chm_max_hag_13/580543_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2021_madal.laz,2026-03-23T15:39:47.287005Z,5000,5000,0.2,0.2,,-9999.0,25000000,18212568,6787432,27.149728,0.0,1.2999999523162842,0.7072482109069824,0.6420796513557434,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2022_madal.laz,data/lamapuit/chm_max_hag_13/580543_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2022_madal.laz,2026-03-23T15:39:57.645924Z,5000,5000,0.2,0.2,,-9999.0,25000000,18563534,6436466,25.745864,0.0,1.2999999523162842,0.7153457403182983,0.6402882933616638,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/580543_2023_madal.laz,data/lamapuit/chm_max_hag_13/580543_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,580543_2023_madal.laz,2026-03-23T15:40:06.389529Z,5000,5000,0.2,0.2,,-9999.0,25000000,17790934,7209066,28.836264,0.0,1.2999999523162842,0.6836958527565002,0.64198237657547,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2017_madal.laz,data/lamapuit/chm_max_hag_13/581543_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2017_madal.laz,2026-03-23T15:39:58.966074Z,5000,5000,0.2,0.2,,-9999.0,25000000,15299387,9700613,38.802452,0.0,1.2999999523162842,0.7456341981887817,0.6400589942932129,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2018_madal.laz,data/lamapuit/chm_max_hag_13/581543_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2018_madal.laz,2026-03-23T15:40:15.101986Z,5000,5000,0.2,0.2,,-9999.0,25000000,18173657,6826343,27.305372,0.0,1.2999999523162842,0.7415834069252014,0.6404256820678711,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2019_madal.laz,data/lamapuit/chm_max_hag_13/581543_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2019_madal.laz,2026-03-23T15:40:28.762929Z,5000,5000,0.2,0.2,,-9999.0,25000000,19489411,5510589,22.042356,0.0,1.2999999523162842,0.8327772617340088,0.6203892827033997,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2020_madal.laz,data/lamapuit/chm_max_hag_13/581543_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2020_madal.laz,2026-03-23T15:40:30.186359Z,5000,5000,0.2,0.2,,-9999.0,25000000,18975071,6024929,24.099716,0.0,1.2999999523162842,0.8373461961746216,0.6187174916267395,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2021_madal.laz,data/lamapuit/chm_max_hag_13/581543_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2021_madal.laz,2026-03-23T15:40:40.169551Z,5000,5000,0.2,0.2,,-9999.0,25000000,19685623,5314377,21.257508,0.0,1.2999999523162842,0.8262836933135986,0.6217915415763855,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2022_madal.laz,data/lamapuit/chm_max_hag_13/581543_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2022_madal.laz,2026-03-23T15:40:47.702927Z,5000,5000,0.2,0.2,,-9999.0,25000000,19307642,5692358,22.769432,0.0,1.2999999523162842,0.8308742642402649,0.6193374395370483,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/581543_2023_madal.laz,data/lamapuit/chm_max_hag_13/581543_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,581543_2023_madal.laz,2026-03-23T15:40:59.848242Z,5000,5000,0.2,0.2,,-9999.0,25000000,19314609,5685391,22.741564,0.0,1.2999999523162842,0.7960804104804993,0.6286228895187378,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2017_madal.laz,data/lamapuit/chm_max_hag_13/582543_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2017_madal.laz,2026-03-23T15:40:50.019214Z,5000,5000,0.2,0.2,,-9999.0,25000000,14370743,10629257,42.517028,0.0,1.2999999523162842,0.6047463417053223,0.6433835029602051,0.03441982343792915,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2018_madal.laz,data/lamapuit/chm_max_hag_13/582543_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2018_madal.laz,2026-03-23T15:41:04.595955Z,5000,5000,0.2,0.2,,-9999.0,25000000,16455733,8544267,34.177068,0.0,1.2999999523162842,0.6292044520378113,0.6446320414543152,0.06461130827665329,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2019_madal.laz,data/lamapuit/chm_max_hag_13/582543_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2019_madal.laz,2026-03-23T15:41:19.752846Z,5000,5000,0.2,0.2,,-9999.0,25000000,18165168,6834832,27.339328,0.0,1.2999999523162842,0.7111842632293701,0.6400187611579895,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2020_madal.laz,data/lamapuit/chm_max_hag_13/582543_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2020_madal.laz,2026-03-23T15:41:22.816665Z,5000,5000,0.2,0.2,,-9999.0,25000000,18619550,6380450,25.5218,0.0,1.2999999523162842,0.6852651238441467,0.6413723826408386,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2021_madal.laz,data/lamapuit/chm_max_hag_13/582543_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2021_madal.laz,2026-03-23T15:41:29.038516Z,5000,5000,0.2,0.2,,-9999.0,25000000,18159728,6840272,27.361088,0.0,1.2999999523162842,0.704204797744751,0.639380156993866,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2022_madal.laz,data/lamapuit/chm_max_hag_13/582543_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2022_madal.laz,2026-03-23T15:41:37.030842Z,5000,5000,0.2,0.2,,-9999.0,25000000,18097066,6902934,27.611736,0.0,1.2999999523162842,0.7166543006896973,0.6376065611839294,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/582543_2023_madal.laz,data/lamapuit/chm_max_hag_13/582543_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,582543_2023_madal.laz,2026-03-23T15:41:53.813465Z,5000,5000,0.2,0.2,,-9999.0,25000000,18323609,6676391,26.705564,0.0,1.2999999523162842,0.6966710686683655,0.6387507319450378,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/594728_2021_madal.laz,data/lamapuit/chm_max_hag_13/594728_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,594728_2021_madal.laz,2026-03-23T15:41:32.324374Z,5000,5000,0.2,0.2,,-9999.0,25000000,8604229,16395771,65.583084,0.0,1.2999999523162842,0.9627500772476196,0.55968177318573,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/594728_2022_tava.laz,data/lamapuit/chm_max_hag_13/594728_2022_tava_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,594728_2022_tava.laz,2026-03-23T15:41:38.585162Z,5000,5000,0.2,0.2,,-9999.0,25000000,8271538,16728462,66.913848,0.0,1.2999999523162842,0.8990111351013184,0.5908127427101135,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2017_madal.laz,data/lamapuit/chm_max_hag_13/601546_2017_madal_chm_max_hag_20cm.tif,error,Source is empty,1.3,0.2,,,,,,,,,,,,,,,,,,,,,
data/lamapuit/laz/601546_2018_madal.laz,data/lamapuit/chm_max_hag_13/601546_2018_madal_chm_max_hag_20cm.tif,error,IoError: failed to fill whole buffer,1.3,0.2,,,,,,,,,,,,,,,,,,,,,
data/lamapuit/laz/601546_2019_madal.laz,data/lamapuit/chm_max_hag_13/601546_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2019_madal.laz,2026-03-23T15:42:04.627112Z,5000,5000,0.2,0.2,,-9999.0,25000000,19376544,5623456,22.493824,0.0,1.2999999523162842,0.9956929087638855,0.54332035779953,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2020_madal.laz,data/lamapuit/chm_max_hag_13/601546_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2020_madal.laz,2026-03-23T15:42:10.281180Z,5000,5000,0.2,0.2,,-9999.0,25000000,19078179,5921821,23.687284,0.0,1.2999999523162842,1.0049753189086914,0.5375163555145264,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2021_madal.laz,data/lamapuit/chm_max_hag_13/601546_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2021_madal.laz,2026-03-23T15:42:14.274205Z,5000,5000,0.2,0.2,,-9999.0,25000000,19537575,5462425,21.8497,0.0,1.2999999523162842,1.0174332857131958,0.529342770576477,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2022_madal.laz,data/lamapuit/chm_max_hag_13/601546_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2022_madal.laz,2026-03-23T15:42:28.576728Z,5000,5000,0.2,0.2,,-9999.0,25000000,19501685,5498315,21.99326,0.0,1.2999999523162842,1.0240941047668457,0.523882269859314,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2023_madal.laz,data/lamapuit/chm_max_hag_13/601546_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2023_madal.laz,2026-03-23T15:42:38.773552Z,5000,5000,0.2,0.2,,-9999.0,25000000,19193961,5806039,23.224156,0.0,1.2999999523162842,1.0210990905761719,0.526013195514679,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/601546_2024_madal.laz,data/lamapuit/chm_max_hag_13/601546_2024_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,601546_2024_madal.laz,2026-03-23T15:42:41.857257Z,5000,5000,0.2,0.2,,-9999.0,25000000,19003787,5996213,23.984852,0.0,1.2999999523162842,1.0154130458831787,0.5291463732719421,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2017_madal.laz,data/lamapuit/chm_max_hag_13/602546_2017_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2017_madal.laz,2026-03-23T15:42:33.159776Z,5000,5002,0.2,0.2,,-9999.0,25010000,11920610,13089390,52.33662534986006,0.0,1.2999999523162842,0.9868370890617371,0.5506433248519897,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2018_madal.laz,data/lamapuit/chm_max_hag_13/602546_2018_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2018_madal.laz,2026-03-23T15:42:51.467019Z,5000,5000,0.2,0.2,,-9999.0,25000000,13981505,11018495,44.07398,0.0,1.2999999523162842,0.9425048232078552,0.5754629373550415,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2019_madal.laz,data/lamapuit/chm_max_hag_13/602546_2019_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2019_madal.laz,2026-03-23T15:43:18.418190Z,5000,5000,0.2,0.2,,-9999.0,25000000,17011488,7988512,31.954048,0.0,1.2999999523162842,0.9394556283950806,0.5756067633628845,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2020_madal.laz,data/lamapuit/chm_max_hag_13/602546_2020_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2020_madal.laz,2026-03-23T15:43:06.625089Z,5000,5000,0.2,0.2,,-9999.0,25000000,14817874,10182126,40.728504,0.0,1.2999999523162842,0.996048092842102,0.5403820872306824,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2021_madal.laz,data/lamapuit/chm_max_hag_13/602546_2021_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2021_madal.laz,2026-03-23T15:43:14.377452Z,5000,5000,0.2,0.2,,-9999.0,25000000,16244566,8755434,35.021736,0.0,1.2999999523162842,0.9655535817146301,0.5620541572570801,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2022_madal.laz,data/lamapuit/chm_max_hag_13/602546_2022_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2022_madal.laz,2026-03-23T15:43:15.906624Z,5000,5000,0.2,0.2,,-9999.0,25000000,14467181,10532819,42.131276,0.0,1.2999999523162842,1.0660200119018555,0.49119362235069275,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2023_madal.laz,data/lamapuit/chm_max_hag_13/602546_2023_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2023_madal.laz,2026-03-23T15:43:41.059488Z,5000,5000,0.2,0.2,,-9999.0,25000000,16875637,8124363,32.497452,0.0,1.2999999523162842,0.9096027612686157,0.5894560217857361,1.2999999523162842,1.2999999523162842,1.2999999523162842
data/lamapuit/laz/602546_2024_madal.laz,data/lamapuit/chm_max_hag_13/602546_2024_madal_chm_max_hag_20cm.tif,skipped_existing,,1.3,0.2,1.3,0.2,602546_2024_madal.laz,2026-03-23T15:43:33.150729Z,5000,5000,0.2,0.2,,-9999.0,25000000,14805366,10194634,40.778536,0.0,1.2999999523162842,0.9822619557380676,0.5503000617027283,1.2999999523162842,1.2999999523162842,1.2999999523162842
