raster,width,height,nodata,valid_pixels,min_val,max_val,p95,p99,above_clip_count,above_clip_pct,tag_hag_max
580535_2019_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,19135149,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580535_2020_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18212383,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580535_2021_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18476191,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580535_2022_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,19212259,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580535_2023_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18604378,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2017_madal_chm_max_hag_20cm.tif,5000,5001,-9999.0,15070226,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2018_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,17487853,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2019_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18746964,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2020_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,17874376,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2021_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18115938,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2022_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18651780,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580536_2023_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,18268186,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580537_2017_madal_chm_max_hag_20cm.tif,5000,5001,-9999.0,15403974,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580537_2018_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,17718822,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
580537_2019_madal_chm_max_hag_20cm.tif,5000,5000,-9999.0,19102244,0.0,1.2999999523162842,1.2999999523162842,1.2999999523162842,0,0.0,1.3
